person_sex,black,parent_edu_college,birth_underweight,birth_age,edu_college,mother_marital_at_birth,prt_inc,hh_inc_at_30,hh_inc_at_31,hh_inc_at_32,hh_inc_at_33,hh_inc_at_34,hh_inc_at_35
1,0,0,0,25.5,0,1,39071.3927267857,7127.58374910905,NaN,NaN,NaN,NaN,NaN
1,0,0,0,23,0,1,29691.4221169129,NaN,27062.3142678945,NaN,28812.5996323946,NaN,27923.0873208975
1,0,0,0,26,0,1,29691.4221169129,13502.0950024826,NaN,29146.3909164639,NaN,11249.67188457,NaN
0,0,0,0,25,1,1,42019.3906905327,NaN,NaN,NaN,24784.2771252505,NaN,34288.1719744969
1,0,0,0,28,1,1,39793.4621158166,134791.497702082,NaN,106663.555646294,NaN,109534.97911249,NaN
0,0,0,0,27,1,1,42019.3906905327,NaN,25853.4126087989,NaN,NaN,NaN,52737.3256932665
1,0,0,0,30,1,1,39793.4621158166,25020.1035803122,NaN,63359.4443802841,NaN,62270.5371873684,NaN
0,0,0,0,21,0,1,52858.6033789965,34466.0194174757,44658.9658965897,52435.2331606218,43530.1204819277,51203.0798845043,70832.7137546468
0,0,0,1,24,0,1,52858.6033789965,67269.0763052209,68334.937439846,78996.282527881,72080.2919708029,72183.0985915493,84530.853761623
1,0,0,1,24,0,1,52858.6033789965,40160.6425702811,25505.2935514918,45446.0966542751,36770.0729927007,51936.6197183099,59594.2519019442
0,0,0,0,30,0,1,52858.6033789965,34677.4193548387,40627.3909716909,41916.2995594714,51603.7063435495,60344.6366782007,60352.2267206478
0,0,0,0,22,1,1,58582.4930064176,21683.9597670725,NaN,19751.9841269841,NaN,25429.2787374073,NaN
0,0,0,0,19,1,1,55700.7755989032,NaN,55236.9337979094,NaN,113507.504168983,NaN,NaN
1,0,0,0,25,0,1,58582.4930064176,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,30,1,1,48831.1170919602,NaN,54846.9732739335,NaN,NaN,NaN,NaN
1,0,0,0,44,1,1,80061.4391560484,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,25,0,1,63225.9571563593,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,28,0,1,63225.9571563593,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,28,0,1,40049.3873968498,3564.25702811245,9624.63907603465,5060.40892193309,12970.802919708,8464.78873239437,8284.02366863905
1,0,0,0,22,0,1,10535.3299076613,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,26,0,1,10535.3299076613,3622.80135437035,NaN,4585.97791393037,NaN,7058.11127468488,NaN
1,0,0,0,0,0,1,41882.7885569194,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,24,0,1,41882.7885569194,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,28,0,1,41882.7885569194,46304.7445255475,55725.3521126761,60016.9061707523,38419.3548387097,30642.6931905126,26431.718061674
1,0,1,0,35.5,0,1,27968.1887197082,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,0,1,46244.5425515738,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,31,0,1,46244.5425515738,41696.364932288,42903.8062283737,43962.8879892038,70698.8188976378,95163.798597833,NaN
1,0,0,0,33,1,1,46244.5425515738,29015.5195681511,853.018372703412,57488.8463989802,NaN,62944.7852760736,NaN
1,0,0,0,35,0,1,46244.5425515738,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,31.5,0,1,60912.8623836075,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,24,1,1,56222.2262870218,24274.1935483871,23718.4391736802,24229.0748898678,16179.6151104775,12005.5363321799,9784.07557354926
0,0,1,0,25,1,1,56222.2262870218,39173.6801836266,39647.577092511,39914.4689950107,43597.23183391,47234.8178137652,42648.9501312336
1,0,1,0,27,0,1,56222.2262870218,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,37,0,1,60588.5151597589,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,40,0,1,60588.5151597589,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,18.5,0,1,57971.4680535085,508.064516129032,5508.79877582249,51395.0073421439,NaN,NaN,NaN
1,0,1,0,20.5,1,1,57971.4680535085,33039.6475770925,33499.6436208125,35016.6089965398,37112.0107962213,37990.813648294,33460.8030592734
1,0,1,0,25.5,0,1,39137.1609179868,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,26.5,0,1,39137.1609179868,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,17.5,1,1,39137.1609179868,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,25,1,1,27877.3452237215,32063.1970260223,43795.6204379562,66021.1267605634,67624.6830092984,64516.1290322581,62280.0306044376
1,0,0,0,27,1,1,27877.3452237215,34154.9295774648,36263.7362637363,31774.1935483871,24238.714613619,41629.9559471366,60869.5652173913
1,0,0,0,31,1,1,27877.3452237215,45961.8208516887,28153.9558089808,37015.9169550173,56073.5492577598,56253.280839895,63065.6469088591
1,0,1,0,25,0,1,82906.1445172321,NaN,22387.8075155447,NaN,20853.5584378789,NaN,21504.7768481165
1,0,1,0,27,1,1,82906.1445172321,NaN,23582.6455061727,NaN,25606.6139135906,NaN,12789.2554798675
0,0,1,0,30,1,1,82906.1445172321,56947.834986679,NaN,62593.9392066025,NaN,NaN,NaN
0,0,0,0,19,0,1,37120.1667685216,NaN,NaN,NaN,NaN,20069.2041522491,21592.4426450742
0,0,0,0,21,1,1,37120.1667685216,21328.9280469897,23107.6265146115,20717.6470588235,23434.5479082321,31081.3648293963,37954.1108986616
0,0,0,0,22,1,1,37120.1667685216,27797.5766215253,7911.41868512111,7657.21997300945,18320.8661417323,8671.12810707457,NaN
1,0,0,0,29.5,0,1,21651.3682254746,27724.6653919694,NaN,25644.1717791411,NaN,6533.10104529617,NaN
1,0,0,0,32.5,0,1,21651.3682254746,NaN,-9486.06271777004,NaN,15133.4074485825,NaN,14447.3266278454
1,0,0,0,27.5,0,1,28410.9324339479,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,39.5,0,1,22138.4875431435,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,30.5,1,1,40197.0610778113,NaN,27515.8674835822,NaN,8275.47758216678,NaN,21120.5731278724
0,1,1,1,35.5,0,1,40197.0610778113,13975.9056501757,NaN,10291.3665018104,NaN,21779.5601078425,NaN
1,0,0,0,33.5,0,1,71310.6589297337,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,45,0,1,44313.8634228967,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,1,24,0,4,43253.3439003481,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,24,1,4,43253.3439003481,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,1,18,1,2,73122.0379857783,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,31,0,1,69933.7250784596,NaN,131339.332980413,NaN,146726.19047619,NaN,NaN
0,0,1,0,37,1,1,69933.7250784596,NaN,61263.161756613,NaN,75568.1768687335,NaN,NaN
1,0,1,0,37,1,1,69933.7250784596,NaN,275.158674835822,NaN,30761.6923787207,NaN,NaN
0,0,1,0,27.5,0,1,55452.3144497125,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,31.5,0,1,55452.3144497125,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,34.5,0,1,55452.3144497125,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,18,0,1,34482.0812134684,32788.2156753752,NaN,38745.3679195341,NaN,21329.3650793651,NaN
1,0,0,0,20,0,1,34482.0812134684,28880.8893594494,NaN,25793.6507936508,NaN,44192.6029827731,NaN
1,0,0,0,24,0,1,34482.0812134684,41429.9847192097,NaN,33972.9243863962,NaN,28354.3995052136,NaN
1,0,1,0,26,1,1,31864.3917277921,32193.5649557912,NaN,31011.6989119925,NaN,46395.9854014599,NaN
1,0,1,0,32,1,1,31864.3917277921,15835.3714683322,NaN,30289.8764271804,NaN,27297.9123762128,NaN
1,0,0,0,36.5,0,1,34610.9925646728,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,44.5,0,1,34610.9925646728,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,0,0,1,32636.4158541812,30056.1056105611,41641.1042944785,31680.4407713499,22451.4563106796,29279.4279427943,37845.5958549223
1,0,0,0,20,0,1,32636.4158541812,28834.3558282209,NaN,62717.7700348432,NaN,45025.0138966092,NaN
0,0,0,0,22,0,1,32636.4158541812,9795.58652729384,NaN,11117.2873818788,NaN,11646.373742721,NaN
0,0,0,0,23,0,1,32636.4158541812,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,30,0,1,32636.4158541812,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,1,33,0,1,32636.4158541812,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,19.5,1,1,44545.1976260726,81133.8289962825,74543.795620438,68323.0633802817,80467.4556213018,74467.7419354839,66358.0719204285
1,0,0,0,22.5,1,1,44545.1976260726,52188.5038038884,40483.8709677419,54475.8990053558,55176.2114537445,65438.3464005702,63664.3598615917
1,0,0,0,26.5,1,1,44545.1976260726,57049.1803278689,94466.4359861592,51282.7260458839,72371.3910761155,54238.368387508,NaN
0,0,0,0,27.5,1,1,44545.1976260726,29757.0934256055,23617.4089068826,22308.3989501312,26768.6424474187,NaN,34233.1288343558
1,0,1,0,25.5,1,1,77590.9030336861,80254.6134937814,NaN,56708.7990104271,NaN,50689.3755068938,NaN
0,0,1,0,27.5,1,1,77590.9030336861,54217.4447067432,NaN,46776.1557177616,NaN,50111.0384280459,NaN
0,0,1,0,29.5,1,1,77590.9030336861,20626.3517166802,NaN,22703.9211356335,NaN,21664.0714914359,NaN
0,0,1,0,29.5,1,1,102175.865100258,25198.4213900847,NaN,34014.3966060175,NaN,NaN,NaN
0,0,1,0,31.5,1,1,28671.0004451561,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,32.5,1,1,102175.865100258,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,33.5,0,1,28671.0004451561,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,38.5,0,1,28671.0004451561,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,1,21.5,1,1,91172.5036661328,33128.8343558282,NaN,38327.5261324042,NaN,94441.3563090606,NaN
1,0,0,0,29.5,0,1,37230.3084324547,44005.5762081784,45985.401459854,49647.8873239437,50211.3271344041,29233.8709677419,28806.4269319051
1,0,0,0,29.5,1,1,34181.4352382144,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,28,1,1,53402.9083508651,NaN,33237.1031746032,NaN,54570.5354779079,NaN,56866.1261327365
0,0,1,0,30,1,1,53402.9083508651,NaN,44042.1173880531,NaN,50675.0559489305,NaN,75350.401142887
1,0,0,0,28.5,0,1,45803.7925959437,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,27.5,0,1,45803.7925959437,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,1,40.5,0,1,45803.7925959437,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,31,1,1,49104.5633659665,47030.6451612903,47182.0964039786,36506.6079295154,52256.5930149679,55426.9896193772,57298.2456140351
1,0,1,0,32,0,1,49104.5633659665,NaN,NaN,8523.1646471846,18009.6885813149,25050.6072874494,20732.9396325459
1,0,1,0,33,0,1,49104.5633659665,22124.0822320117,21637.9187455453,14984.7750865052,19582.3211875843,16409.4488188976,16994.9012109624
1,0,1,0,36,1,1,64265.632846651,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,37,1,1,64265.632846651,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,37,0,1,32553.8793178393,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,30.5,1,1,27962.6641398701,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,24,1,1,28068.4714674852,26765.7766990291,24422.4422442244,25284.9740932642,26884.5381526104,23811.3570741097,26951.6728624535
1,0,0,0,26,0,1,28068.4714674852,28331.6062176166,27751.0040160643,29613.0895091434,34182.156133829,36925.1824817518,37147.8873239437
1,0,0,0,29,0,1,28068.4714674852,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,31,0,1,28068.4714674852,33001.7605633803,34772.6120033812,34322.5806451613,35883.7031369549,32305.4331864905,47559.5153243051
1,0,0,0,33,0,1,28068.4714674852,32016.1290322581,30930.3749043611,33039.6475770925,24233.7847469708,19928.0276816609,18758.4345479082
0,0,0,0,38,0,1,28068.4714674852,24264.5074224022,26933.7270341207,31230.0828553219,NaN,32515.3374233129,NaN
0,0,1,0,26,1,1,48171.2517717161,31910.2564102564,30759.842519685,22103.2504780115,NaN,20060.1226993865,NaN
1,0,1,0,33,1,1,48171.2517717161,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,23.5,0,2,24989.2998845445,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,25.5,0,1,24989.2998845445,8337.96553640912,NaN,71937.533086289,NaN,45634.9206349206,NaN
0,0,0,0,35,1,1,23426.1101419853,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,19.5,0,1,37228.0583498872,NaN,48363.0952380952,NaN,50161.8649066664,NaN,36687.8233114429
1,0,0,0,23.5,0,1,37228.0583498872,NaN,32400.3925597094,NaN,25017.2042823419,NaN,28094.5863746959
0,0,0,0,25.5,0,1,37228.0583498872,NaN,30532.1567636785,NaN,38059.2727764261,NaN,34623.9901336211
0,0,0,0,34.5,0,4,16195.7955645728,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,22,0,1,36269.5058858911,37340.3019744483,NaN,40744.8582545859,NaN,45156.1672842774,NaN
0,0,0,0,24,0,1,37913.521120176,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,26.5,0,1,39107.5292361069,NaN,35312.0299372638,NaN,34190.7889578996,NaN,31680.8596918086
1,0,0,0,20,0,2,39461.3287647125,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,1,29.5,1,1,48158.4597625903,NaN,23362.4241185678,NaN,28621.0881608394,NaN,28506.8425133061
1,0,1,0,33.5,1,1,48158.4597625903,NaN,41416.1519900346,NaN,50740.0648824007,NaN,110584.274625323
1,0,1,0,32.5,0,1,50388.6602752151,NaN,4355.51451692988,NaN,8026.66261151663,NaN,14584.1579620594
1,0,1,0,34.5,0,1,50388.6602752151,NaN,68853.068396864,NaN,96080.530984513,NaN,109913.303890373
0,0,1,0,38.5,1,1,50388.6602752151,NaN,71284.3528854233,NaN,68915.1543017878,NaN,NaN
1,0,1,0,41.5,1,1,50388.6602752151,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,25.5,1,1,43783.074864895,22924.7572815534,45324.5324532453,27841.4507772021,13704.8192771084,22232.91626564,24442.3791821561
1,0,1,0,28.5,1,1,43783.074864895,16567.2690763052,16847.9307025986,26471.1895910781,41867.700729927,23943.661971831,29247.6754015216
1,0,1,0,32.5,1,1,43783.074864895,5281.69014084507,48605.2409129332,51048.3870967742,70581.4843152257,61380.3230543319,76122.5944404847
1,0,1,0,33.5,1,1,43783.074864895,42519.0194420964,39919.3548387097,47513.389441469,44787.0778267254,54037.7761938703,70314.8788927336
1,0,1,0,29,1,1,69396.698061715,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,31,1,1,69396.698061715,NaN,18685.4500001932,NaN,NaN,NaN,NaN
1,0,1,0,32,0,1,69396.698061715,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,35,0,1,69396.698061715,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,30,1,1,82128.3006557013,NaN,47676.994746938,NaN,50537.4766115126,NaN,54139.9165483419
1,0,1,0,27.5,1,1,58105.396262511,NaN,43816.4760403146,NaN,89656.8329278183,NaN,97497.1563329403
0,0,1,0,35,1,1,82128.3006557013,NaN,NaN,17691.8592862936,NaN,16541.1842154604,NaN
0,0,1,0,30.5,1,1,58105.396262511,48737.8345498784,NaN,57331.6611598828,NaN,52089.3483654378,NaN
1,0,0,0,22.5,1,1,36394.8500017772,20627.0627062706,15337.4233128834,14462.8099173554,15436.8932038835,28602.8602860286,13782.3834196891
0,0,0,0,24.5,1,1,36394.8500017772,39256.1983471074,34223.3009708738,38940.5940594059,42383.4196891192,44578.313253012,52358.0365736285
0,0,1,0,23.5,1,1,68052.7257776895,24018.8993885492,NaN,21704.6056114346,NaN,22341.2698412698,NaN
1,0,1,0,25,0,1,46339.7663821439,NaN,31661.5915177752,NaN,56277.603073251,NaN,58567.3492835902
0,0,1,0,31.5,1,1,68052.7257776895,63286.4952122391,NaN,69442.1457006716,NaN,94455.0047310084,NaN
0,0,1,0,25.5,1,1,68052.7257776895,34833.2451032292,NaN,31448.4126984127,NaN,31583.3964227159,NaN
1,0,1,0,27,1,1,46339.7663821439,NaN,60262.8988562419,NaN,64354.3863206272,NaN,60806.143154158
1,0,1,0,25.5,1,1,82910.0093392308,97978.4075573549,82936.3517060367,110579.987253027,NaN,165398.773006135,NaN
1,0,1,0,26.5,1,1,82910.0093392308,129259.186351706,136711.281070746,NaN,137484.662576687,NaN,156562.137049942
1,0,1,0,30.5,1,1,82910.0093392308,NaN,75493.6120789779,NaN,100778.210116732,NaN,118634.197988354
0,0,1,0,28.5,1,1,494188.357606537,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,32.5,0,1,494188.357606537,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,30.5,1,1,617586.821027753,47681.9426100072,NaN,51571.6407746498,NaN,18484.5311829868,NaN
0,0,1,0,33,1,1,94958.4892379111,73052.0359822839,NaN,75666.5485231395,NaN,76465.0652406582,NaN
1,0,1,0,32.5,1,1,617586.821027753,87616.036191743,NaN,62603.598765122,NaN,NaN,NaN
1,0,1,0,37,1,1,94958.4892379111,96595.5851953742,NaN,NaN,NaN,NaN,NaN
0,0,0,0,23.5,0,1,63943.5657021326,50048.1231953802,57620.8178438662,58211.6788321168,56338.0281690141,54890.1098901099,48387.0967741935
0,0,0,1,27.5,1,1,63943.5657021326,132290.78613694,114516.129032258,111338.944146901,155506.607929515,82736.9921596579,178676.816608997
1,0,0,1,27.5,1,1,63943.5657021326,NaN,NaN,NaN,NaN,NaN,68781.3148788927
0,0,1,0,25.5,0,1,89221.7069169067,NaN,25314.5980848956,NaN,20470.9182295705,NaN,22852.4601243579
1,0,1,0,28.5,0,1,89221.7069169067,152443.008092546,NaN,338140.375777237,NaN,NaN,NaN
0,0,1,0,26.5,1,1,140325.3766241,97154.636388213,NaN,45873.6620181911,NaN,61049.6720521531,NaN
1,0,1,0,30.5,1,1,140325.3766241,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,23.5,1,1,298568.892350879,65009.5602294455,NaN,31901.8404907975,NaN,30197.4448315912,NaN
0,0,1,0,27.5,0,1,298568.892350879,59814.1695702671,NaN,NaN,NaN,487030.174695606,NaN
1,0,1,0,27.5,0,1,54515.2284492057,63399.0237014812,NaN,245808.416186668,NaN,125438.818087581,NaN
0,0,1,0,30.5,1,1,54515.2284492057,NaN,50088.4169446937,NaN,61672.0735333874,NaN,74175.3365526839
1,0,0,0,34,0,1,37897.3209182874,NaN,NaN,NaN,38174.5752692119,NaN,NaN
1,0,0,0,36,0,1,37897.3209182874,NaN,59503.6532450321,NaN,NaN,NaN,NaN
1,0,0,0,24,1,1,35478.6557043905,11470.9851551957,15878.6089238845,16298.2791586998,NaN,20429.4478527607,NaN
0,0,0,0,25,0,1,35478.6557043905,34223.0971128609,36083.4926704908,NaN,30606.1349693252,NaN,41173.0545876887
0,0,0,0,30,1,1,35478.6557043905,52264.8083623693,NaN,51695.3863257365,NaN,53943.8856537851,NaN
0,0,0,0,28,0,1,16387.3953303987,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,27.5,0,1,94716.2774571508,26144.3661971831,18606.9315300085,36290.3225806452,37674.0627390972,23494.8604992658,27084.8182466144
0,0,1,0,28.5,1,1,94716.2774571508,77261.2003381234,74838.7096774193,81407.8041315991,87518.3553597651,217533.856022808,227815.224913495
0,0,1,0,31.5,1,1,94716.2774571508,52129.221732746,50605.8446186743,48441.5224913495,52632.2537112011,56099.7375328084,54174.6335245379
0,0,1,0,38.5,1,1,94716.2774571508,24631.9018404908,NaN,34796.7479674797,NaN,36131.1839911062,NaN
0,0,1,0,24.5,1,1,76861.7508932414,20275.7502027575,NaN,22915.9982833834,NaN,25088.9063228026,NaN
0,0,0,0,27,0,1,27902.3850951924,NaN,35897.0478720227,NaN,35442.0793552051,NaN,NaN
1,0,1,0,26.5,1,1,76861.7508932414,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,21,1,1,46191.9399549113,NaN,57254.0300166759,NaN,77289.571201694,NaN,86116.5674603175
1,0,1,0,26,0,1,46191.9399549113,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,31,1,1,46191.9399549113,NaN,57971.8982203368,NaN,85580.562314139,NaN,97009.6705512756
1,0,1,0,25,1,1,42237.4162924683,14745.145631068,32343.2343234323,35549.2227979275,45682.7309236948,39942.2521655438,47583.6431226766
0,0,1,0,29,1,1,42237.4162924683,40760.3464870067,47676.5799256506,47262.7737226277,46144.3661971831,46914.6238377008,52822.5806451613
0,0,1,0,23,1,1,42237.4162924683,27837.4233128834,29476.5840220386,34769.4174757282,33443.3443344334,38134.7150259067,32329.3172690763
0,0,1,0,23,0,1,118041.285966553,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,25,1,1,118041.285966553,NaN,25198.5177342509,NaN,10069.4444444444,NaN,101020.422381481
1,0,1,0,23.5,1,1,90521.586029524,235615.079365079,NaN,50626.3266187652,NaN,28433.0630663683,NaN
1,0,1,0,26.5,1,1,90521.586029524,NaN,27974.4652749752,NaN,35715.2190388251,NaN,59137.6047580427
1,0,1,0,29.5,1,1,90521.586029524,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,30.5,1,1,63219.6151861308,NaN,27312.9959842156,NaN,29910.9556636929,NaN,45623.6693096451
0,0,1,0,32.5,0,1,63219.6151861308,NaN,32023.0129764801,NaN,150149.78729787,NaN,40460.839403123
1,0,1,0,36.5,1,1,63219.6151861308,NaN,29501.3679427495,NaN,NaN,NaN,NaN
1,0,0,0,25,0,1,21514.6850393968,19353.4136546185,22517.8055822907,11279.7397769517,12317.5182481752,17007.0422535211,19526.6272189349
1,0,0,0,28,0,1,21514.6850393968,20031.0218978102,NaN,NaN,NaN,NaN,NaN
1,0,0,0,31,0,1,21514.6850393968,41193.5483870968,29303.7490436113,30690.1615271659,41339.9857448325,44982.0069204152,40152.4966261808
1,0,1,0,26.5,1,1,65523.2845521359,61185.4684512428,NaN,75766.8711656442,NaN,76945.412311266,NaN
1,0,1,0,30.5,1,1,65523.2845521359,101626.016260163,NaN,88938.2990550306,NaN,81095.8178930651,NaN
1,1,1,0,26,0,1,35578.7047421269,12081.7843866171,18248.1751824818,12323.9436619718,12679.6280642434,16935.4838709677,16832.4407039021
1,1,1,0,32,0,1,35578.7047421269,21292.2173274596,24946.5431218817,0,11471.6599190283,15747.375328084,16590.1848311026
0,1,0,0,22,1,1,35131.827242246,32751.8587360595,30147.8102189781,29929.5774647887,32121.7244294167,40322.5806451613,45906.6564651875
1,1,0,0,22,0,1,34471.0344010112,32171.5976331361,31451.6129032258,24866.1055853099,26431.718061674,50391.3043478261,23538.4083044983
1,1,0,0,21,0,1,34471.0344010112,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,33,0,1,34471.0344010112,NaN,13937.2822299652,NaN,39466.3702056698,NaN,50291.159343568
1,0,0,0,24.5,0,1,33996.3499829287,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,24.5,1,1,41543.7586805434,28212.5984251969,30592.7342256214,NaN,36196.3190184049,NaN,44715.4471544715
0,0,1,0,27.5,1,1,41543.7586805434,50039.263803681,NaN,36614.4018583043,NaN,60255.6976097832,NaN
1,0,1,0,36.5,0,1,50734.1076827072,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,27.5,0,1,47994.7054113827,37688.0811496196,38225.8064516129,20917.3680183627,30580.0293685756,29331.4326443336,25090.6574394464
0,0,0,0,30.5,0,1,47994.7054113827,30029.3685756241,24233.7847469708,29086.5051903114,29693.657219973,20667.3228346457,21452.5175270873
0,0,0,0,33.5,0,1,47994.7054113827,18084.3454790823,20307.0866141732,20353.7284894837,NaN,20858.8957055215,NaN
0,0,0,0,38.5,0,1,47994.7054113827,NaN,27961.6724738676,NaN,31156.1978877154,NaN,43425.0926416093
1,0,0,0,40.5,1,1,47994.7054113827,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,27.5,1,1,42226.7339865747,40219.9062551024,NaN,44748.8707976091,NaN,NaN,NaN
1,0,0,0,29.5,1,1,42226.7339865747,94686.8564319136,NaN,NaN,NaN,NaN,NaN
0,0,0,0,25.5,1,1,44682.1075161697,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,31.5,1,1,42226.7339865747,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,26.5,0,1,44682.1075161697,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,28.5,1,1,44682.1075161697,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,30.5,0,1,44682.1075161697,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,29.5,0,4,42189.9376372917,NaN,51090.788330864,NaN,48152.7680962688,NaN,37544.5351359356
1,0,0,0,18,0,5,46687.141656668,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,1,24,0,1,46687.141656668,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,31.5,0,4,21381.6802698451,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,20,0,1,24021.8934675151,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,22,0,1,24021.8934675151,25906.7357512953,30120.4819277108,19249.2781520693,24163.5687732342,35036.496350365,33010.5633802817
0,0,0,0,23,0,1,24021.8934675151,39658.6345381526,44717.0356111646,39520.4460966543,43795.6204379562,46064.2605633803,28765.8495350803
1,0,0,0,25,0,1,24021.8934675151,24163.5687732342,27372.2627737226,28169.014084507,50718.5122569738,37903.2258064516,45309.86993114
1,0,0,0,26,0,1,24021.8934675151,25547.4452554745,26408.4507042254,31318.6813186813,42661.2903225806,37490.4361132364,42731.2775330397
1,0,0,0,28,0,1,24021.8934675151,15701.6060862215,11553.2258064516,14154.5524100995,12555.0660792952,7874.55452601568,9341.86851211073
1,0,0,0,29,0,1,24021.8934675151,14642.7419354839,14384.0856924254,16299.5594713656,16572.3449750535,13632.5259515571,15383.9406207827
1,0,0,0,32,0,1,24021.8934675151,21151.1047754811,21981.3148788927,25101.2145748988,30837.9265091864,28362.0140216699,NaN
0,0,0,0,34,0,1,24021.8934675151,8097.16599190283,11154.1994750656,10254.9394518802,NaN,7055.21472392638,NaN
1,0,0,0,40,1,1,24021.8934675151,35540.0696864112,NaN,42690.3835464147,NaN,34674.4309158285,NaN
1,0,0,0,20,1,1,34079.4383200521,NaN,NaN,NaN,34052.5793650794,NaN,15165.6038234488
0,0,0,0,22,0,1,34079.4383200521,NaN,51488.0952380952,NaN,157916.982113579,NaN,NaN
1,0,0,0,19,0,1,63522.7883136691,NaN,47839.5563461726,NaN,68789.6687089555,NaN,NaN
0,0,0,0,21.5,1,1,35205.3316768336,NaN,44820.5552175307,NaN,27905.6756062663,NaN,24064.2177060376
0,0,0,0,26,0,1,34079.4383200521,NaN,7476.06119528928,NaN,21242.7154019704,NaN,24711.0705596107
0,0,0,0,21,1,1,63522.7883136691,NaN,45401.1813479106,NaN,10627.4554213089,NaN,16065.5751554474
